CERTIFICATION,GENRE,APPELLATION,MENTION,LIEU,COULEUR,CEPAGE,LIBELLE_PRODUIT,IDENTIFIANT INAO
AOC,,AOC Alsace Grand Cru,VT,Mambourg,,Muscat,AOC Alsace Grand Cru Mambourg Muscat VT,1B024D12
AOC,,AOC Alsace Grand Cru,VT,Mambourg,,Gewurztraminer,AOC Alsace Grand Cru Mambourg Gewurztraminer VT,1B024D11
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Riesling,AOC Alsace Grand Cru Mandelberg Riesling VT,1B025D14
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Pinot Gris,AOC Alsace Grand Cru Mandelberg Pinot Gris VT,1B025D13
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Muscat,AOC Alsace Grand Cru Mandelberg Muscat VT,1B025D12
AOC,,AOC Alsace Grand Cru,VT,Mandelberg,,Gewurztraminer,AOC Alsace Grand Cru Mandelberg Gewurztraminer VT,1B025D11
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Riesling,AOC Alsace Grand Cru Marckrain Riesling VT,1B026D14
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Pinot Gris,AOC Alsace Grand Cru Marckrain Pinot Gris VT,1B026D13
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Muscat,AOC Alsace Grand Cru Marckrain Muscat VT,1B026D12
AOC,,AOC Alsace Grand Cru,VT,Marckrain,,Gewurztraminer,AOC Alsace Grand Cru Marckrain Gewurztraminer VT,1B026D11
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Riesling,AOC Alsace Grand Cru Muenchberg Riesling VT,1B028D14
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Pinot Gris,AOC Alsace Grand Cru Muenchberg Pinot Gris VT,1B028D13
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Muscat,AOC Alsace Grand Cru Muenchberg Muscat VT,1B028D12
AOC,,AOC Alsace Grand Cru,VT,Muenchberg,,Gewurztraminer,AOC Alsace Grand Cru Muenchberg Gewurztraminer VT,1B028D11
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Riesling,AOC Alsace Grand Cru Osterberg Riesling VT,1B030D14
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Pinot Gris,AOC Alsace Grand Cru Osterberg Pinot Gris VT,1B030D13
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Muscat,AOC Alsace Grand Cru Osterberg Muscat VT,1B030D12
AOC,,AOC Alsace Grand Cru,VT,Osterberg,,Gewurztraminer,AOC Alsace Grand Cru Osterberg Gewurztraminer VT,1B030D11
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Riesling,AOC Alsace Grand Cru Pfersigberg Riesling VT,1B031D14
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Pinot Gris,AOC Alsace Grand Cru Pfersigberg Pinot Gris VT,1B031D13
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Muscat,AOC Alsace Grand Cru Pfersigberg Muscat VT,1B031D12
AOC,,AOC Alsace Grand Cru,VT,Pfersigberg,,Gewurztraminer,AOC Alsace Grand Cru Pfersigberg Gewurztraminer VT,1B031D11
AOC,,AOC Alsace Grand Cru,VT,Pfingstberg,,Riesling,AOC Alsace Grand Cru Pfingstberg Riesling VT,1B032D14
AOC,,AOC Alsace Grand Cru,VT,Pfingstberg,,Pinot Gris,AOC Alsace Grand Cru Pfingstberg Pinot Gris VT,1B032D13
AOC,,AOC Alsace Grand Cru,VT,Pfingstberg,,Muscat,AOC Alsace Grand Cru Pfingstberg Muscat VT,1B032D12
AOC,,AOC Alsace Grand Cru,VT,Pfingstberg,,Gewurztraminer,AOC Alsace Grand Cru Pfingstberg Gewurztraminer VT,1B032D11
AOC,,AOC Alsace Grand Cru,VT,Praelatenberg,,Riesling,AOC Alsace Grand Cru Praelatenberg Riesling VT,1B033D14
AOC,,AOC Alsace Grand Cru,VT,Praelatenberg,,Pinot Gris,AOC Alsace Grand Cru Praelatenberg Pinot Gris VT,1B033D13
AOC,,AOC Alsace Grand Cru,VT,Praelatenberg,,Muscat,AOC Alsace Grand Cru Praelatenberg Muscat VT,1B033D12
AOC,,AOC Alsace Grand Cru,VT,Praelatenberg,,Gewurztraminer,AOC Alsace Grand Cru Praelatenberg Gewurztraminer VT,1B033D11
AOC,,AOC Alsace Grand Cru,VT,Schoenenbourg,,Riesling,AOC Alsace Grand Cru Schoenenbourg Riesling VT,1B038D14
AOC,,AOC Alsace Grand Cru,VT,Schoenenbourg,,Pinot Gris,AOC Alsace Grand Cru Schoenenbourg Pinot Gris VT,1B038D13
AOC,,AOC Alsace Grand Cru,VT,Schoenenbourg,,Muscat,AOC Alsace Grand Cru Schoenenbourg Muscat VT,1B038D12
AOC,,AOC Alsace Grand Cru,VT,Schoenenbourg,,Gewurztraminer,AOC Alsace Grand Cru Schoenenbourg Gewurztraminer VT,1B038D11
AOC,,AOC Alsace Grand Cru,VT,Sporen,,Riesling,AOC Alsace Grand Cru Sporen Riesling VT,1B042D14
AOC,,AOC Alsace Grand Cru,VT,Sporen,,Pinot Gris,AOC Alsace Grand Cru Sporen Pinot Gris VT,1B042D13
AOC,,AOC Alsace Grand Cru,VT,Sporen,,Muscat,AOC Alsace Grand Cru Sporen Muscat VT,1B042D12
AOC,,AOC Alsace Grand Cru,VT,Sporen,,Gewurztraminer,AOC Alsace Grand Cru Sporen Gewurztraminer VT,1B042D11
AOC,,AOC Alsace Grand Cru,VT,Steinert,,Riesling,AOC Alsace Grand Cru Steinert Riesling VT,1B043D14
AOC,,AOC Alsace Grand Cru,VT,Steinert,,Pinot Gris,AOC Alsace Grand Cru Steinert Pinot Gris VT,1B043D13
AOC,,AOC Alsace Grand Cru,VT,Steinert,,Muscat,AOC Alsace Grand Cru Steinert Muscat VT,1B043D12
AOC,,AOC Alsace Grand Cru,VT,Steinert,,Gewurztraminer,AOC Alsace Grand Cru Steinert Gewurztraminer VT,1B043D11
AOC,,AOC Alsace Grand Cru,VT,Steingrubler,,Riesling,AOC Alsace Grand Cru Steingrubler Riesling VT,1B044D14
AOC,,AOC Alsace Grand Cru,VT,Steingrubler,,Pinot Gris,AOC Alsace Grand Cru Steingrubler Pinot Gris VT,1B044D13
AOC,,AOC Alsace Grand Cru,VT,Steingrubler,,Muscat,AOC Alsace Grand Cru Steingrubler Muscat VT,1B044D12
AOC,,AOC Alsace Grand Cru,VT,Steingrubler,,Gewurztraminer,AOC Alsace Grand Cru Steingrubler Gewurztraminer VT,1B044D11
AOC,,AOC Alsace Grand Cru,VT,Steinklotz,,Riesling,AOC Alsace Grand Cru Steinklotz Riesling VT,1B045D14
AOC,,AOC Alsace Grand Cru,VT,Steinklotz,,Pinot Gris,AOC Alsace Grand Cru Steinklotz Pinot Gris VT,1B045D13
AOC,,AOC Alsace Grand Cru,VT,Steinklotz,,Muscat,AOC Alsace Grand Cru Steinklotz Muscat VT,1B045D12
AOC,,AOC Alsace Grand Cru,VT,Steinklotz,,Gewurztraminer,AOC Alsace Grand Cru Steinklotz Gewurztraminer VT,1B045D11
AOC,,AOC Alsace Grand Cru,VT,Vorbourg,,Riesling,AOC Alsace Grand Cru Vorbourg Riesling VT,1B046D14
AOC,,AOC Alsace Grand Cru,VT,Vorbourg,,Pinot Gris,AOC Alsace Grand Cru Vorbourg Pinot Gris VT,1B046D13
AOC,,AOC Alsace Grand Cru,VT,Vorbourg,,Muscat,AOC Alsace Grand Cru Vorbourg Muscat VT,1B046D12
AOC,,AOC Alsace Grand Cru,VT,Vorbourg,,Gewurztraminer,AOC Alsace Grand Cru Vorbourg Gewurztraminer VT,1B046D11
AOC,,AOC Alsace Grand Cru,VT,Wineck-Schlossberg,,Riesling,AOC Alsace Grand Cru Wineck-Schlossberg Riesling VT,1B048D14
AOC,,AOC Alsace Grand Cru,VT,Wineck-Schlossberg,,Pinot Gris,AOC Alsace Grand Cru Wineck-Schlossberg Pinot Gris VT,1B048D13
AOC,,AOC Alsace Grand Cru,VT,Wineck-Schlossberg,,Muscat,AOC Alsace Grand Cru Wineck-Schlossberg Muscat VT,1B048D12
AOC,,AOC Alsace Grand Cru,VT,Wineck-Schlossberg,,Gewurztraminer,AOC Alsace Grand Cru Wineck-Schlossberg Gewurztraminer VT,1B048D11
AOC,,AOC Alsace Grand Cru,VT,Winzenberg,,Riesling,AOC Alsace Grand Cru Winzenberg Riesling VT,1B049D14
AOC,,AOC Alsace Grand Cru,VT,Winzenberg,,Pinot Gris,AOC Alsace Grand Cru Winzenberg Pinot Gris VT,1B049D13
AOC,,AOC Alsace Grand Cru,VT,Winzenberg,,Muscat,AOC Alsace Grand Cru Winzenberg Muscat VT,1B049D12
AOC,,AOC Alsace Grand Cru,VT,Winzenberg,,Gewurztraminer,AOC Alsace Grand Cru Winzenberg Gewurztraminer VT,1B049D11
AOC,,AOC Alsace Grand Cru,VT,Zinnkoepflé,,Riesling,AOC Alsace Grand Cru Zinnkoepflé Riesling VT,1B050D14
AOC,,AOC Alsace Grand Cru,VT,Zinnkoepflé,,Pinot Gris,AOC Alsace Grand Cru Zinnkoepflé Pinot Gris VT,1B050D13
AOC,,AOC Alsace Grand Cru,VT,Zinnkoepflé,,Muscat,AOC Alsace Grand Cru Zinnkoepflé Muscat VT,1B050D12
AOC,,AOC Alsace Grand Cru,VT,Zinnkoepflé,,Gewurztraminer,AOC Alsace Grand Cru Zinnkoepflé Gewurztraminer VT,1B050D11
AOC,,AOC Alsace Grand Cru,VT,Zotzenberg,,Riesling,AOC Alsace Grand Cru Zotzenberg Riesling VT,1B051D14
AOC,,AOC Alsace Grand Cru,VT,Zotzenberg,,Pinot Gris,AOC Alsace Grand Cru Zotzenberg Pinot Gris VT,1B051D13
AOC,,AOC Alsace Grand Cru,VT,Zotzenberg,,Gewurztraminer,AOC Alsace Grand Cru Zotzenberg Gewurztraminer VT,1B051D11
AOC,,AOC Alsace Grand Cru,VT,Furstentum,,Riesling,AOC Alsace Grand Cru Furstentum Riesling VT,1B012D14
AOC,,AOC Alsace Grand Cru,VT,Furstentum,,Pinot Gris,AOC Alsace Grand Cru Furstentum Pinot Gris VT,1B012D13
AOC,,AOC Alsace Grand Cru,VT,Furstentum,,Muscat,AOC Alsace Grand Cru Furstentum Muscat VT,1B012D12
AOC,,AOC Alsace Grand Cru,VT,Furstentum,,Gewurztraminer,AOC Alsace Grand Cru Furstentum Gewurztraminer VT,1B012D11
AOC,,AOC Alsace Grand Cru,VT,Bruderthal,,Riesling,AOC Alsace Grand Cru Bruderthal Riesling VT,1B006D14
AOC,,AOC Alsace Grand Cru,VT,Bruderthal,,Pinot Gris,AOC Alsace Grand Cru Bruderthal Pinot Gris VT,1B006D13
AOC,,AOC Alsace Grand Cru,VT,Bruderthal,,Muscat,AOC Alsace Grand Cru Bruderthal Muscat VT,1B006D12
AOC,,AOC Alsace Grand Cru,VT,Bruderthal,,Gewurztraminer,AOC Alsace Grand Cru Bruderthal Gewurztraminer VT,1B006D11
AOC,,AOC Alsace Grand Cru,VT,Florimont,,Riesling,AOC Alsace Grand Cru Florimont Riesling VT,1B009D14
AOC,,AOC Alsace Grand Cru,VT,Florimont,,Pinot Gris,AOC Alsace Grand Cru Florimont Pinot Gris VT,1B009D13
AOC,,AOC Alsace Grand Cru,VT,Florimont,,Muscat,AOC Alsace Grand Cru Florimont Muscat VT,1B009D12
AOC,,AOC Alsace Grand Cru,VT,Florimont,,Gewurztraminer,AOC Alsace Grand Cru Florimont Gewurztraminer VT,1B009D11
AOC,,AOC Alsace Grand Cru,VT,Kaefferkopf,,Riesling,AOC Alsace Grand Cru Kaefferkopf Riesling VT,1B053D14
AOC,,AOC Alsace Grand Cru,VT,Kaefferkopf,,Pinot Gris,AOC Alsace Grand Cru Kaefferkopf Pinot Gris VT,1B053D13
AOC,,AOC Alsace Grand Cru,VT,Kaefferkopf,,Gewurztraminer,AOC Alsace Grand Cru Kaefferkopf Gewurztraminer VT,1B053D11
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Bergbieten,,Riesling,AOC Alsace Grand Cru Altenberg de Bergbieten Riesling VT,1B002D14
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Bergbieten,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Bergbieten Pinot Gris VT,1B002D13
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Bergbieten,,Muscat,AOC Alsace Grand Cru Altenberg de Bergbieten Muscat VT,1B002D12
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Bergbieten,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Bergbieten Gewurztraminer VT,1B002D11
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Bergheim,,Riesling,AOC Alsace Grand Cru Altenberg de Bergheim Riesling VT,1B003D14
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Bergheim,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Bergheim Pinot Gris VT,1B003D13
AOC,,AOC Alsace Grand Cru,VT,Altenberg de Bergheim,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Bergheim Gewurztraminer VT,1B003D11
AOC,,AOC Alsace Grand Cru,VT,Brand,,Riesling,AOC Alsace Grand Cru Brand Riesling VT,1B005D14
AOC,,AOC Alsace Grand Cru,VT,Brand,,Pinot Gris,AOC Alsace Grand Cru Brand Pinot Gris VT,1B005D13
AOC,,AOC Alsace Grand Cru,VT,Brand,,Muscat,AOC Alsace Grand Cru Brand Muscat VT,1B005D12
AOC,,AOC Alsace Grand Cru,VT,Brand,,Gewurztraminer,AOC Alsace Grand Cru Brand Gewurztraminer VT,1B005D11
AOC,,AOC Alsace Grand Cru,VT,Eichberg,,Riesling,AOC Alsace Grand Cru Eichberg Riesling VT,1B007D14
AOC,,AOC Alsace Grand Cru,VT,Eichberg,,Pinot Gris,AOC Alsace Grand Cru Eichberg Pinot Gris VT,1B007D13
AOC,,AOC Alsace Grand Cru,VT,Eichberg,,Muscat,AOC Alsace Grand Cru Eichberg Muscat VT,1B007D12
AOC,,AOC Alsace Grand Cru,VT,Eichberg,,Gewurztraminer,AOC Alsace Grand Cru Eichberg Gewurztraminer VT,1B007D11
AOC,,AOC Alsace Grand Cru,VT,Geisberg,,Riesling,AOC Alsace Grand Cru Geisberg Riesling VT,1B013D14
AOC,,AOC Alsace Grand Cru,VT,Geisberg,,Pinot Gris,AOC Alsace Grand Cru Geisberg Pinot Gris VT,1B013D13
AOC,,AOC Alsace Grand Cru,VT,Geisberg,,Muscat,AOC Alsace Grand Cru Geisberg Muscat VT,1B013D12
AOC,,AOC Alsace Grand Cru,VT,Geisberg,,Gewurztraminer,AOC Alsace Grand Cru Geisberg Gewurztraminer VT,1B013D11
AOC,,AOC Alsace Grand Cru,VT,Gloeckelberg,,Riesling,AOC Alsace Grand Cru Gloeckelberg Riesling VT,1B014D14
AOC,,AOC Alsace Grand Cru,VT,Gloeckelberg,,Pinot Gris,AOC Alsace Grand Cru Gloeckelberg Pinot Gris VT,1B014D13
AOC,,AOC Alsace Grand Cru,VT,Gloeckelberg,,Muscat,AOC Alsace Grand Cru Gloeckelberg Muscat VT,1B014D12
AOC,,AOC Alsace Grand Cru,VT,Gloeckelberg,,Gewurztraminer,AOC Alsace Grand Cru Gloeckelberg Gewurztraminer VT,1B014D11
AOC,,AOC Alsace Grand Cru,VT,Goldert,,Riesling,AOC Alsace Grand Cru Goldert Riesling VT,1B015D14
AOC,,AOC Alsace Grand Cru,VT,Goldert,,Pinot Gris,AOC Alsace Grand Cru Goldert Pinot Gris VT,1B015D13
AOC,,AOC Alsace Grand Cru,VT,Goldert,,Muscat,AOC Alsace Grand Cru Goldert Muscat VT,1B015D12
AOC,,AOC Alsace Grand Cru,VT,Goldert,,Gewurztraminer,AOC Alsace Grand Cru Goldert Gewurztraminer VT,1B015D11
AOC,,AOC Alsace Grand Cru,VT,Hatschbourg,,Riesling,AOC Alsace Grand Cru Hatschbourg Riesling VT,1B016D14
AOC,,AOC Alsace Grand Cru,VT,Hatschbourg,,Pinot Gris,AOC Alsace Grand Cru Hatschbourg Pinot Gris VT,1B016D13
AOC,,AOC Alsace Grand Cru,VT,Hatschbourg,,Muscat,AOC Alsace Grand Cru Hatschbourg Muscat VT,1B016D12
AOC,,AOC Alsace Grand Cru,VT,Hatschbourg,,Gewurztraminer,AOC Alsace Grand Cru Hatschbourg Gewurztraminer VT,1B016D11
AOC,,AOC Alsace Grand Cru,VT,Hengst,,Riesling,AOC Alsace Grand Cru Hengst Riesling VT,1B017D14
AOC,,AOC Alsace Grand Cru,VT,Hengst,,Pinot Gris,AOC Alsace Grand Cru Hengst Pinot Gris VT,1B017D13
AOC,,AOC Alsace Grand Cru,VT,Hengst,,Muscat,AOC Alsace Grand Cru Hengst Muscat VT,1B017D12
AOC,,AOC Alsace Grand Cru,VT,Hengst,,Gewurztraminer,AOC Alsace Grand Cru Hengst Gewurztraminer VT,1B017D11
AOC,,AOC Alsace Grand Cru,SGN,Kanzlerberg,,Riesling,AOC Alsace Grand Cru Kanzlerberg Riesling SGN,1B018D64
AOC,,AOC Alsace Grand Cru,SGN,Kanzlerberg,,Pinot Gris,AOC Alsace Grand Cru Kanzlerberg Pinot Gris SGN,1B018D63
AOC,,AOC Alsace Grand Cru,SGN,Kanzlerberg,,Muscat,AOC Alsace Grand Cru Kanzlerberg Muscat SGN,1B018D62
AOC,,AOC Alsace Grand Cru,SGN,Kanzlerberg,,Gewurztraminer,AOC Alsace Grand Cru Kanzlerberg Gewurztraminer SGN,1B018D61
AOC,,AOC Alsace Grand Cru,SGN,Kastelberg,,Riesling,AOC Alsace Grand Cru Kastelberg Riesling SGN,1B019D64
AOC,,AOC Alsace Grand Cru,SGN,Kastelberg,,Pinot Gris,AOC Alsace Grand Cru Kastelberg Pinot Gris SGN,1B019D63
AOC,,AOC Alsace Grand Cru,SGN,Kastelberg,,Muscat,AOC Alsace Grand Cru Kastelberg Muscat SGN,1B019D62
AOC,,AOC Alsace Grand Cru,SGN,Kastelberg,,Gewurztraminer,AOC Alsace Grand Cru Kastelberg Gewurztraminer SGN,1B019D61
AOC,,AOC Alsace Grand Cru,SGN,Kessler,,Riesling,AOC Alsace Grand Cru Kessler Riesling SGN,1B020D64
AOC,,AOC Alsace Grand Cru,SGN,Kessler,,Pinot Gris,AOC Alsace Grand Cru Kessler Pinot Gris SGN,1B020D63
AOC,,AOC Alsace Grand Cru,SGN,Kessler,,Muscat,AOC Alsace Grand Cru Kessler Muscat SGN,1B020D62
AOC,,AOC Alsace Grand Cru,SGN,Kessler,,Gewurztraminer,AOC Alsace Grand Cru Kessler Gewurztraminer SGN,1B020D61
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Barr,,Riesling,AOC Alsace Grand Cru Kirchberg de Barr Riesling SGN,1B021D64
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Barr,,Pinot Gris,AOC Alsace Grand Cru Kirchberg de Barr Pinot Gris SGN,1B021D63
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Barr,,Muscat,AOC Alsace Grand Cru Kirchberg de Barr Muscat SGN,1B021D62
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Barr,,Gewurztraminer,AOC Alsace Grand Cru Kirchberg de Barr Gewurztraminer SGN,1B021D61
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Ribeauvillé,,Riesling,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Riesling SGN,1B022D64
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Ribeauvillé,,Pinot Gris,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Pinot Gris SGN,1B022D63
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Ribeauvillé,,Muscat,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Muscat SGN,1B022D62
AOC,,AOC Alsace Grand Cru,SGN,Kirchberg de Ribeauvillé,,Gewurztraminer,AOC Alsace Grand Cru Kirchberg de Ribeauvillé Gewurztraminer SGN,1B022D61
AOC,,AOC Alsace Grand Cru,SGN,Kitterlé,,Riesling,AOC Alsace Grand Cru Kitterlé Riesling SGN,1B023D64
AOC,,AOC Alsace Grand Cru,SGN,Kitterlé,,Pinot Gris,AOC Alsace Grand Cru Kitterlé Pinot Gris SGN,1B023D63
AOC,,AOC Alsace Grand Cru,SGN,Kitterlé,,Muscat,AOC Alsace Grand Cru Kitterlé Muscat SGN,1B023D62
AOC,,AOC Alsace Grand Cru,SGN,Kitterlé,,Gewurztraminer,AOC Alsace Grand Cru Kitterlé Gewurztraminer SGN,1B023D61
AOC,,AOC Alsace Grand Cru,SGN,Moenchberg,,Riesling,AOC Alsace Grand Cru Moenchberg Riesling SGN,1B027D64
AOC,,AOC Alsace Grand Cru,SGN,Moenchberg,,Pinot Gris,AOC Alsace Grand Cru Moenchberg Pinot Gris SGN,1B027D63
AOC,,AOC Alsace Grand Cru,SGN,Moenchberg,,Muscat,AOC Alsace Grand Cru Moenchberg Muscat SGN,1B027D62
AOC,,AOC Alsace Grand Cru,SGN,Moenchberg,,Gewurztraminer,AOC Alsace Grand Cru Moenchberg Gewurztraminer SGN,1B027D61
AOC,,AOC Alsace Grand Cru,SGN,Ollwiller,,Riesling,AOC Alsace Grand Cru Ollwiller Riesling SGN,1B029D64
AOC,,AOC Alsace Grand Cru,SGN,Ollwiller,,Pinot Gris,AOC Alsace Grand Cru Ollwiller Pinot Gris SGN,1B029D63
AOC,,AOC Alsace Grand Cru,SGN,Ollwiller,,Muscat,AOC Alsace Grand Cru Ollwiller Muscat SGN,1B029D62
AOC,,AOC Alsace Grand Cru,SGN,Ollwiller,,Gewurztraminer,AOC Alsace Grand Cru Ollwiller Gewurztraminer SGN,1B029D61
AOC,,AOC Alsace Grand Cru,SGN,Rangen,,Riesling,AOC Alsace Grand Cru Rangen Riesling SGN,1B034D64
AOC,,AOC Alsace Grand Cru,SGN,Rangen,,Pinot Gris,AOC Alsace Grand Cru Rangen Pinot Gris SGN,1B034D63
AOC,,AOC Alsace Grand Cru,SGN,Rangen,,Muscat,AOC Alsace Grand Cru Rangen Muscat SGN,1B034D62
AOC,,AOC Alsace Grand Cru,SGN,Rangen,,Gewurztraminer,AOC Alsace Grand Cru Rangen Gewurztraminer SGN,1B034D61
AOC,,AOC Alsace Grand Cru,SGN,Rosacker,,Riesling,AOC Alsace Grand Cru Rosacker Riesling SGN,1B035D64
AOC,,AOC Alsace Grand Cru,SGN,Rosacker,,Pinot Gris,AOC Alsace Grand Cru Rosacker Pinot Gris SGN,1B035D63
AOC,,AOC Alsace Grand Cru,SGN,Rosacker,,Muscat,AOC Alsace Grand Cru Rosacker Muscat SGN,1B035D62
AOC,,AOC Alsace Grand Cru,SGN,Rosacker,,Gewurztraminer,AOC Alsace Grand Cru Rosacker Gewurztraminer SGN,1B035D61
AOC,,AOC Alsace Grand Cru,SGN,Saering,,Riesling,AOC Alsace Grand Cru Saering Riesling SGN,1B036D64
AOC,,AOC Alsace Grand Cru,SGN,Saering,,Pinot Gris,AOC Alsace Grand Cru Saering Pinot Gris SGN,1B036D63
AOC,,AOC Alsace Grand Cru,SGN,Saering,,Muscat,AOC Alsace Grand Cru Saering Muscat SGN,1B036D62
AOC,,AOC Alsace Grand Cru,SGN,Saering,,Gewurztraminer,AOC Alsace Grand Cru Saering Gewurztraminer SGN,1B036D61
AOC,,AOC Alsace Grand Cru,SGN,Schlossberg,,Riesling,AOC Alsace Grand Cru Schlossberg Riesling SGN,1B037D64
AOC,,AOC Alsace Grand Cru,SGN,Schlossberg,,Pinot Gris,AOC Alsace Grand Cru Schlossberg Pinot Gris SGN,1B037D63
AOC,,AOC Alsace Grand Cru,SGN,Schlossberg,,Muscat,AOC Alsace Grand Cru Schlossberg Muscat SGN,1B037D62
AOC,,AOC Alsace Grand Cru,SGN,Schlossberg,,Gewurztraminer,AOC Alsace Grand Cru Schlossberg Gewurztraminer SGN,1B037D61
AOC,,AOC Alsace Grand Cru,SGN,Sommerberg,,Riesling,AOC Alsace Grand Cru Sommerberg Riesling SGN,1B039D64
AOC,,AOC Alsace Grand Cru,SGN,Sommerberg,,Pinot Gris,AOC Alsace Grand Cru Sommerberg Pinot Gris SGN,1B039D63
AOC,,AOC Alsace Grand Cru,SGN,Sommerberg,,Muscat,AOC Alsace Grand Cru Sommerberg Muscat SGN,1B039D62
AOC,,AOC Alsace Grand Cru,SGN,Sommerberg,,Gewurztraminer,AOC Alsace Grand Cru Sommerberg Gewurztraminer SGN,1B039D61
AOC,,AOC Alsace Grand Cru,SGN,Sonnenglanz,,Riesling,AOC Alsace Grand Cru Sonnenglanz Riesling SGN,1B040D64
AOC,,AOC Alsace Grand Cru,SGN,Sonnenglanz,,Pinot Gris,AOC Alsace Grand Cru Sonnenglanz Pinot Gris SGN,1B040D63
AOC,,AOC Alsace Grand Cru,SGN,Sonnenglanz,,Muscat,AOC Alsace Grand Cru Sonnenglanz Muscat SGN,1B040D62
AOC,,AOC Alsace Grand Cru,SGN,Sonnenglanz,,Gewurztraminer,AOC Alsace Grand Cru Sonnenglanz Gewurztraminer SGN,1B040D61
AOC,,AOC Alsace Grand Cru,SGN,Spiegel,,Riesling,AOC Alsace Grand Cru Spiegel Riesling SGN,1B041D64
AOC,,AOC Alsace Grand Cru,SGN,Spiegel,,Pinot Gris,AOC Alsace Grand Cru Spiegel Pinot Gris SGN,1B041D63
AOC,,AOC Alsace Grand Cru,SGN,Spiegel,,Muscat,AOC Alsace Grand Cru Spiegel Muscat SGN,1B041D62
AOC,,AOC Alsace Grand Cru,SGN,Spiegel,,Gewurztraminer,AOC Alsace Grand Cru Spiegel Gewurztraminer SGN,1B041D61
AOC,,AOC Alsace Grand Cru,SGN,Wiebelsberg,,Riesling,AOC Alsace Grand Cru Wiebelsberg Riesling SGN,1B047D64
AOC,,AOC Alsace Grand Cru,SGN,Wiebelsberg,,Pinot Gris,AOC Alsace Grand Cru Wiebelsberg Pinot Gris SGN,1B047D63
