CERTIFICATION,GENRE,APPELLATION,MENTION,LIEU,COULEUR,CEPAGE,LIBELLE_PRODUIT,IDENTIFIANT INAO
AOC,,AOC Alsace Grand Cru,SGN,Wiebelsberg,,Muscat,AOC Alsace Grand Cru Wiebelsberg Muscat SGN,1B047D62
AOC,,AOC Alsace Grand Cru,SGN,Wiebelsberg,,Gewurztraminer,AOC Alsace Grand Cru Wiebelsberg Gewurztraminer SGN,1B047D61
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Wolxheim,,Riesling,AOC Alsace Grand Cru Altenberg de Wolxheim Riesling SGN,1B004D64
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Wolxheim,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Wolxheim Pinot Gris SGN,1B004D63
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Wolxheim,,Muscat,AOC Alsace Grand Cru Altenberg de Wolxheim Muscat SGN,1B004D62
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Wolxheim,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Wolxheim Gewurztraminer SGN,1B004D61
AOC,,AOC Alsace Grand Cru,SGN,Engelberg,,Riesling,AOC Alsace Grand Cru Engelberg Riesling SGN,1B008D64
AOC,,AOC Alsace Grand Cru,SGN,Engelberg,,Pinot Gris,AOC Alsace Grand Cru Engelberg Pinot Gris SGN,1B008D63
AOC,,AOC Alsace Grand Cru,SGN,Engelberg,,Muscat,AOC Alsace Grand Cru Engelberg Muscat SGN,1B008D62
AOC,,AOC Alsace Grand Cru,SGN,Engelberg,,Gewurztraminer,AOC Alsace Grand Cru Engelberg Gewurztraminer SGN,1B008D61
AOC,,AOC Alsace Grand Cru,SGN,Frankstein,,Riesling,AOC Alsace Grand Cru Frankstein Riesling SGN,1B010D64
AOC,,AOC Alsace Grand Cru,SGN,Frankstein,,Pinot Gris,AOC Alsace Grand Cru Frankstein Pinot Gris SGN,1B010D63
AOC,,AOC Alsace Grand Cru,SGN,Frankstein,,Muscat,AOC Alsace Grand Cru Frankstein Muscat SGN,1B010D62
AOC,,AOC Alsace Grand Cru,SGN,Frankstein,,Gewurztraminer,AOC Alsace Grand Cru Frankstein Gewurztraminer SGN,1B010D61
AOC,,AOC Alsace Grand Cru,SGN,Froehn,,Riesling,AOC Alsace Grand Cru Froehn Riesling SGN,1B011D64
AOC,,AOC Alsace Grand Cru,SGN,Froehn,,Pinot Gris,AOC Alsace Grand Cru Froehn Pinot Gris SGN,1B011D63
AOC,,AOC Alsace Grand Cru,SGN,Froehn,,Muscat,AOC Alsace Grand Cru Froehn Muscat SGN,1B011D62
AOC,,AOC Alsace Grand Cru,SGN,Froehn,,Gewurztraminer,AOC Alsace Grand Cru Froehn Gewurztraminer SGN,1B011D61
AOC,,AOC Alsace Grand Cru,SGN,Mambourg,,Riesling,AOC Alsace Grand Cru Mambourg Riesling SGN,1B024D64
AOC,,AOC Alsace Grand Cru,SGN,Mambourg,,Pinot Gris,AOC Alsace Grand Cru Mambourg Pinot Gris SGN,1B024D63
AOC,,AOC Alsace Grand Cru,SGN,Mambourg,,Muscat,AOC Alsace Grand Cru Mambourg Muscat SGN,1B024D62
AOC,,AOC Alsace Grand Cru,SGN,Mambourg,,Gewurztraminer,AOC Alsace Grand Cru Mambourg Gewurztraminer SGN,1B024D61
AOC,,AOC Alsace Grand Cru,SGN,Mandelberg,,Riesling,AOC Alsace Grand Cru Mandelberg Riesling SGN,1B025D64
AOC,,AOC Alsace Grand Cru,SGN,Mandelberg,,Pinot Gris,AOC Alsace Grand Cru Mandelberg Pinot Gris SGN,1B025D63
AOC,,AOC Alsace Grand Cru,SGN,Mandelberg,,Muscat,AOC Alsace Grand Cru Mandelberg Muscat SGN,1B025D62
AOC,,AOC Alsace Grand Cru,SGN,Mandelberg,,Gewurztraminer,AOC Alsace Grand Cru Mandelberg Gewurztraminer SGN,1B025D61
AOC,,AOC Alsace Grand Cru,SGN,Marckrain,,Riesling,AOC Alsace Grand Cru Marckrain Riesling SGN,1B026D64
AOC,,AOC Alsace Grand Cru,SGN,Marckrain,,Pinot Gris,AOC Alsace Grand Cru Marckrain Pinot Gris SGN,1B026D63
AOC,,AOC Alsace Grand Cru,SGN,Marckrain,,Muscat,AOC Alsace Grand Cru Marckrain Muscat SGN,1B026D62
AOC,,AOC Alsace Grand Cru,SGN,Marckrain,,Gewurztraminer,AOC Alsace Grand Cru Marckrain Gewurztraminer SGN,1B026D61
AOC,,AOC Alsace Grand Cru,SGN,Muenchberg,,Riesling,AOC Alsace Grand Cru Muenchberg Riesling SGN,1B028D64
AOC,,AOC Alsace Grand Cru,SGN,Muenchberg,,Pinot Gris,AOC Alsace Grand Cru Muenchberg Pinot Gris SGN,1B028D63
AOC,,AOC Alsace Grand Cru,SGN,Muenchberg,,Muscat,AOC Alsace Grand Cru Muenchberg Muscat SGN,1B028D62
AOC,,AOC Alsace Grand Cru,SGN,Muenchberg,,Gewurztraminer,AOC Alsace Grand Cru Muenchberg Gewurztraminer SGN,1B028D61
AOC,,AOC Alsace Grand Cru,SGN,Osterberg,,Riesling,AOC Alsace Grand Cru Osterberg Riesling SGN,1B030D64
AOC,,AOC Alsace Grand Cru,SGN,Osterberg,,Pinot Gris,AOC Alsace Grand Cru Osterberg Pinot Gris SGN,1B030D63
AOC,,AOC Alsace Grand Cru,SGN,Osterberg,,Muscat,AOC Alsace Grand Cru Osterberg Muscat SGN,1B030D62
AOC,,AOC Alsace Grand Cru,SGN,Osterberg,,Gewurztraminer,AOC Alsace Grand Cru Osterberg Gewurztraminer SGN,1B030D61
AOC,,AOC Alsace Grand Cru,SGN,Pfersigberg,,Riesling,AOC Alsace Grand Cru Pfersigberg Riesling SGN,1B031D64
AOC,,AOC Alsace Grand Cru,SGN,Pfersigberg,,Pinot Gris,AOC Alsace Grand Cru Pfersigberg Pinot Gris SGN,1B031D63
AOC,,AOC Alsace Grand Cru,SGN,Pfersigberg,,Muscat,AOC Alsace Grand Cru Pfersigberg Muscat SGN,1B031D62
AOC,,AOC Alsace Grand Cru,SGN,Pfersigberg,,Gewurztraminer,AOC Alsace Grand Cru Pfersigberg Gewurztraminer SGN,1B031D61
AOC,,AOC Alsace Grand Cru,SGN,Pfingstberg,,Riesling,AOC Alsace Grand Cru Pfingstberg Riesling SGN,1B032D64
AOC,,AOC Alsace Grand Cru,SGN,Pfingstberg,,Pinot Gris,AOC Alsace Grand Cru Pfingstberg Pinot Gris SGN,1B032D63
AOC,,AOC Alsace Grand Cru,SGN,Pfingstberg,,Muscat,AOC Alsace Grand Cru Pfingstberg Muscat SGN,1B032D62
AOC,,AOC Alsace Grand Cru,SGN,Pfingstberg,,Gewurztraminer,AOC Alsace Grand Cru Pfingstberg Gewurztraminer SGN,1B032D61
AOC,,AOC Alsace Grand Cru,SGN,Praelatenberg,,Riesling,AOC Alsace Grand Cru Praelatenberg Riesling SGN,1B033D64
AOC,,AOC Alsace Grand Cru,SGN,Praelatenberg,,Pinot Gris,AOC Alsace Grand Cru Praelatenberg Pinot Gris SGN,1B033D63
AOC,,AOC Alsace Grand Cru,SGN,Praelatenberg,,Muscat,AOC Alsace Grand Cru Praelatenberg Muscat SGN,1B033D62
AOC,,AOC Alsace Grand Cru,SGN,Praelatenberg,,Gewurztraminer,AOC Alsace Grand Cru Praelatenberg Gewurztraminer SGN,1B033D61
AOC,,AOC Alsace Grand Cru,SGN,Schoenenbourg,,Riesling,AOC Alsace Grand Cru Schoenenbourg Riesling SGN,1B038D64
AOC,,AOC Alsace Grand Cru,SGN,Schoenenbourg,,Pinot Gris,AOC Alsace Grand Cru Schoenenbourg Pinot Gris SGN,1B038D63
AOC,,AOC Alsace Grand Cru,SGN,Schoenenbourg,,Muscat,AOC Alsace Grand Cru Schoenenbourg Muscat SGN,1B038D62
AOC,,AOC Alsace Grand Cru,SGN,Schoenenbourg,,Gewurztraminer,AOC Alsace Grand Cru Schoenenbourg Gewurztraminer SGN,1B038D61
AOC,,AOC Alsace Grand Cru,SGN,Sporen,,Riesling,AOC Alsace Grand Cru Sporen Riesling SGN,1B042D64
AOC,,AOC Alsace Grand Cru,SGN,Sporen,,Pinot Gris,AOC Alsace Grand Cru Sporen Pinot Gris SGN,1B042D63
AOC,,AOC Alsace Grand Cru,SGN,Sporen,,Muscat,AOC Alsace Grand Cru Sporen Muscat SGN,1B042D62
AOC,,AOC Alsace Grand Cru,SGN,Sporen,,Gewurztraminer,AOC Alsace Grand Cru Sporen Gewurztraminer SGN,1B042D61
AOC,,AOC Alsace Grand Cru,SGN,Steinert,,Riesling,AOC Alsace Grand Cru Steinert Riesling SGN,1B043D64
AOC,,AOC Alsace Grand Cru,SGN,Steinert,,Pinot Gris,AOC Alsace Grand Cru Steinert Pinot Gris SGN,1B043D63
AOC,,AOC Alsace Grand Cru,SGN,Steinert,,Muscat,AOC Alsace Grand Cru Steinert Muscat SGN,1B043D62
AOC,,AOC Alsace Grand Cru,SGN,Steinert,,Gewurztraminer,AOC Alsace Grand Cru Steinert Gewurztraminer SGN,1B043D61
AOC,,AOC Alsace Grand Cru,SGN,Steingrubler,,Riesling,AOC Alsace Grand Cru Steingrubler Riesling SGN,1B044D64
AOC,,AOC Alsace Grand Cru,SGN,Steingrubler,,Pinot Gris,AOC Alsace Grand Cru Steingrubler Pinot Gris SGN,1B044D63
AOC,,AOC Alsace Grand Cru,SGN,Steingrubler,,Muscat,AOC Alsace Grand Cru Steingrubler Muscat SGN,1B044D62
AOC,,AOC Alsace Grand Cru,SGN,Steingrubler,,Gewurztraminer,AOC Alsace Grand Cru Steingrubler Gewurztraminer SGN,1B044D61
AOC,,AOC Alsace Grand Cru,SGN,Steinklotz,,Riesling,AOC Alsace Grand Cru Steinklotz Riesling SGN,1B045D64
AOC,,AOC Alsace Grand Cru,SGN,Steinklotz,,Pinot Gris,AOC Alsace Grand Cru Steinklotz Pinot Gris SGN,1B045D63
AOC,,AOC Alsace Grand Cru,SGN,Steinklotz,,Muscat,AOC Alsace Grand Cru Steinklotz Muscat SGN,1B045D62
AOC,,AOC Alsace Grand Cru,SGN,Steinklotz,,Gewurztraminer,AOC Alsace Grand Cru Steinklotz Gewurztraminer SGN,1B045D61
AOC,,AOC Alsace Grand Cru,SGN,Vorbourg,,Riesling,AOC Alsace Grand Cru Vorbourg Riesling SGN,1B046D64
AOC,,AOC Alsace Grand Cru,SGN,Vorbourg,,Pinot Gris,AOC Alsace Grand Cru Vorbourg Pinot Gris SGN,1B046D63
AOC,,AOC Alsace Grand Cru,SGN,Vorbourg,,Muscat,AOC Alsace Grand Cru Vorbourg Muscat SGN,1B046D62
AOC,,AOC Alsace Grand Cru,SGN,Vorbourg,,Gewurztraminer,AOC Alsace Grand Cru Vorbourg Gewurztraminer SGN,1B046D61
AOC,,AOC Alsace Grand Cru,SGN,Wineck-Schlossberg,,Riesling,AOC Alsace Grand Cru Wineck-Schlossberg Riesling SGN,1B048D64
AOC,,AOC Alsace Grand Cru,SGN,Wineck-Schlossberg,,Pinot Gris,AOC Alsace Grand Cru Wineck-Schlossberg Pinot Gris SGN,1B048D63
AOC,,AOC Alsace Grand Cru,SGN,Wineck-Schlossberg,,Muscat,AOC Alsace Grand Cru Wineck-Schlossberg Muscat SGN,1B048D62
AOC,,AOC Alsace Grand Cru,SGN,Wineck-Schlossberg,,Gewurztraminer,AOC Alsace Grand Cru Wineck-Schlossberg Gewurztraminer SGN,1B048D61
AOC,,AOC Alsace Grand Cru,SGN,Winzenberg,,Riesling,AOC Alsace Grand Cru Winzenberg Riesling SGN,1B049D64
AOC,,AOC Alsace Grand Cru,SGN,Winzenberg,,Pinot Gris,AOC Alsace Grand Cru Winzenberg Pinot Gris SGN,1B049D63
AOC,,AOC Alsace Grand Cru,SGN,Winzenberg,,Muscat,AOC Alsace Grand Cru Winzenberg Muscat SGN,1B049D62
AOC,,AOC Alsace Grand Cru,SGN,Winzenberg,,Gewurztraminer,AOC Alsace Grand Cru Winzenberg Gewurztraminer SGN,1B049D61
AOC,,AOC Alsace Grand Cru,SGN,Zinnkoepflé,,Riesling,AOC Alsace Grand Cru Zinnkoepflé Riesling SGN,1B050D64
AOC,,AOC Alsace Grand Cru,SGN,Zinnkoepflé,,Pinot Gris,AOC Alsace Grand Cru Zinnkoepflé Pinot Gris SGN,1B050D63
AOC,,AOC Alsace Grand Cru,SGN,Zinnkoepflé,,Muscat,AOC Alsace Grand Cru Zinnkoepflé Muscat SGN,1B050D62
AOC,,AOC Alsace Grand Cru,SGN,Zinnkoepflé,,Gewurztraminer,AOC Alsace Grand Cru Zinnkoepflé Gewurztraminer SGN,1B050D61
AOC,,AOC Alsace Grand Cru,SGN,Zotzenberg,,Riesling,AOC Alsace Grand Cru Zotzenberg Riesling SGN,1B051D64
AOC,,AOC Alsace Grand Cru,SGN,Zotzenberg,,Pinot Gris,AOC Alsace Grand Cru Zotzenberg Pinot Gris SGN,1B051D63
AOC,,AOC Alsace Grand Cru,SGN,Zotzenberg,,Gewurztraminer,AOC Alsace Grand Cru Zotzenberg Gewurztraminer SGN,1B051D61
AOC,,AOC Alsace Grand Cru,SGN,Furstentum,,Riesling,AOC Alsace Grand Cru Furstentum Riesling SGN,1B012D64
AOC,,AOC Alsace Grand Cru,SGN,Furstentum,,Pinot Gris,AOC Alsace Grand Cru Furstentum Pinot Gris SGN,1B012D63
AOC,,AOC Alsace Grand Cru,SGN,Furstentum,,Muscat,AOC Alsace Grand Cru Furstentum Muscat SGN,1B012D62
AOC,,AOC Alsace Grand Cru,SGN,Furstentum,,Gewurztraminer,AOC Alsace Grand Cru Furstentum Gewurztraminer SGN,1B012D61
AOC,,AOC Alsace Grand Cru,SGN,Bruderthal,,Riesling,AOC Alsace Grand Cru Bruderthal Riesling SGN,1B006D64
AOC,,AOC Alsace Grand Cru,SGN,Bruderthal,,Pinot Gris,AOC Alsace Grand Cru Bruderthal Pinot Gris SGN,1B006D63
AOC,,AOC Alsace Grand Cru,SGN,Bruderthal,,Muscat,AOC Alsace Grand Cru Bruderthal Muscat SGN,1B006D62
AOC,,AOC Alsace Grand Cru,SGN,Bruderthal,,Gewurztraminer,AOC Alsace Grand Cru Bruderthal Gewurztraminer SGN,1B006D61
AOC,,AOC Alsace Grand Cru,SGN,Florimont,,Riesling,AOC Alsace Grand Cru Florimont Riesling SGN,1B009D64
AOC,,AOC Alsace Grand Cru,SGN,Florimont,,Pinot Gris,AOC Alsace Grand Cru Florimont Pinot Gris SGN,1B009D63
AOC,,AOC Alsace Grand Cru,SGN,Florimont,,Muscat,AOC Alsace Grand Cru Florimont Muscat SGN,1B009D62
AOC,,AOC Alsace Grand Cru,SGN,Florimont,,Gewurztraminer,AOC Alsace Grand Cru Florimont Gewurztraminer SGN,1B009D61
AOC,,AOC Alsace Grand Cru,SGN,Kaefferkopf,,Riesling,AOC Alsace Grand Cru Kaefferkopf Riesling SGN,1B053D64
AOC,,AOC Alsace Grand Cru,SGN,Kaefferkopf,,Pinot Gris,AOC Alsace Grand Cru Kaefferkopf Pinot Gris SGN,1B053D63
AOC,,AOC Alsace Grand Cru,SGN,Kaefferkopf,,Gewurztraminer,AOC Alsace Grand Cru Kaefferkopf Gewurztraminer SGN,1B053D61
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Bergbieten,,Riesling,AOC Alsace Grand Cru Altenberg de Bergbieten Riesling SGN,1B002D64
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Bergbieten,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Bergbieten Pinot Gris SGN,1B002D63
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Bergbieten,,Muscat,AOC Alsace Grand Cru Altenberg de Bergbieten Muscat SGN,1B002D62
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Bergbieten,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Bergbieten Gewurztraminer SGN,1B002D61
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Bergheim,,Riesling,AOC Alsace Grand Cru Altenberg de Bergheim Riesling SGN,1B003D64
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Bergheim,,Pinot Gris,AOC Alsace Grand Cru Altenberg de Bergheim Pinot Gris SGN,1B003D63
AOC,,AOC Alsace Grand Cru,SGN,Altenberg de Bergheim,,Gewurztraminer,AOC Alsace Grand Cru Altenberg de Bergheim Gewurztraminer SGN,1B003D61
AOC,,AOC Alsace Grand Cru,SGN,Brand,,Riesling,AOC Alsace Grand Cru Brand Riesling SGN,1B005D64
AOC,,AOC Alsace Grand Cru,SGN,Brand,,Pinot Gris,AOC Alsace Grand Cru Brand Pinot Gris SGN,1B005D63
AOC,,AOC Alsace Grand Cru,SGN,Brand,,Muscat,AOC Alsace Grand Cru Brand Muscat SGN,1B005D62
AOC,,AOC Alsace Grand Cru,SGN,Brand,,Gewurztraminer,AOC Alsace Grand Cru Brand Gewurztraminer SGN,1B005D61
AOC,,AOC Alsace Grand Cru,SGN,Eichberg,,Riesling,AOC Alsace Grand Cru Eichberg Riesling SGN,1B007D64
AOC,,AOC Alsace Grand Cru,SGN,Eichberg,,Pinot Gris,AOC Alsace Grand Cru Eichberg Pinot Gris SGN,1B007D63
AOC,,AOC Alsace Grand Cru,SGN,Eichberg,,Muscat,AOC Alsace Grand Cru Eichberg Muscat SGN,1B007D62
AOC,,AOC Alsace Grand Cru,SGN,Eichberg,,Gewurztraminer,AOC Alsace Grand Cru Eichberg Gewurztraminer SGN,1B007D61
AOC,,AOC Alsace Grand Cru,SGN,Geisberg,,Riesling,AOC Alsace Grand Cru Geisberg Riesling SGN,1B013D64
AOC,,AOC Alsace Grand Cru,SGN,Geisberg,,Pinot Gris,AOC Alsace Grand Cru Geisberg Pinot Gris SGN,1B013D63
AOC,,AOC Alsace Grand Cru,SGN,Geisberg,,Muscat,AOC Alsace Grand Cru Geisberg Muscat SGN,1B013D62
AOC,,AOC Alsace Grand Cru,SGN,Geisberg,,Gewurztraminer,AOC Alsace Grand Cru Geisberg Gewurztraminer SGN,1B013D61
AOC,,AOC Alsace Grand Cru,SGN,Gloeckelberg,,Riesling,AOC Alsace Grand Cru Gloeckelberg Riesling SGN,1B014D64
AOC,,AOC Alsace Grand Cru,SGN,Gloeckelberg,,Pinot Gris,AOC Alsace Grand Cru Gloeckelberg Pinot Gris SGN,1B014D63
AOC,,AOC Alsace Grand Cru,SGN,Gloeckelberg,,Muscat,AOC Alsace Grand Cru Gloeckelberg Muscat SGN,1B014D62
AOC,,AOC Alsace Grand Cru,SGN,Gloeckelberg,,Gewurztraminer,AOC Alsace Grand Cru Gloeckelberg Gewurztraminer SGN,1B014D61
AOC,,AOC Alsace Grand Cru,SGN,Goldert,,Riesling,AOC Alsace Grand Cru Goldert Riesling SGN,1B015D64
AOC,,AOC Alsace Grand Cru,SGN,Goldert,,Pinot Gris,AOC Alsace Grand Cru Goldert Pinot Gris SGN,1B015D63
AOC,,AOC Alsace Grand Cru,SGN,Goldert,,Muscat,AOC Alsace Grand Cru Goldert Muscat SGN,1B015D62
AOC,,AOC Alsace Grand Cru,SGN,Goldert,,Gewurztraminer,AOC Alsace Grand Cru Goldert Gewurztraminer SGN,1B015D61
AOC,,AOC Alsace Grand Cru,SGN,Hatschbourg,,Riesling,AOC Alsace Grand Cru Hatschbourg Riesling SGN,1B016D64
AOC,,AOC Alsace Grand Cru,SGN,Hatschbourg,,Pinot Gris,AOC Alsace Grand Cru Hatschbourg Pinot Gris SGN,1B016D63
AOC,,AOC Alsace Grand Cru,SGN,Hatschbourg,,Muscat,AOC Alsace Grand Cru Hatschbourg Muscat SGN,1B016D62
AOC,,AOC Alsace Grand Cru,SGN,Hatschbourg,,Gewurztraminer,AOC Alsace Grand Cru Hatschbourg Gewurztraminer SGN,1B016D61
AOC,,AOC Alsace Grand Cru,SGN,Hengst,,Riesling,AOC Alsace Grand Cru Hengst Riesling SGN,1B017D64
AOC,,AOC Alsace Grand Cru,SGN,Hengst,,Pinot Gris,AOC Alsace Grand Cru Hengst Pinot Gris SGN,1B017D63
AOC,,AOC Alsace Grand Cru,SGN,Hengst,,Muscat,AOC Alsace Grand Cru Hengst Muscat SGN,1B017D62
AOC,,AOC Alsace Grand Cru,SGN,Hengst,,Gewurztraminer,AOC Alsace Grand Cru Hengst Gewurztraminer SGN,1B017D61
AOC,,AOC Alsace Pinot noir,,,,Pinot Noir Rosé,AOC Alsace Pinot noir,1S001S 1
AOC,,AOC Alsace PN rouge,,,,Pinot Noir Rouge,AOC Alsace PN rouge,1R001S 1
AOC,,AOC Crémant d'Alsace,,,,Blanc,AOC Crémant d'Alsace Blanc,1B001M00
AOC,,AOC Crémant d'Alsace,,,,Rosé,AOC Crémant d'Alsace Rosé,1S001M00
AOC,VCI,Alsace blanc,,,,,VCI Alsace blanc,1B001S99
AOC,VCI,Crémant d'Alsace,,,,,VCI Crémant d'Alsace,1B001M90
Vins sans IG,Tranquille,Vins sans IG,,,,Blanc,Vins sans IG Blanc,VT_SANS_IG_AUTRES
Vins sans IG,Tranquille,Vins sans IG,,,,Rosé,Vins sans IG Rosé,VT_SANS_IG_AUTRES
Vins sans IG,Tranquille,Vins sans IG,,,,Rouge,Vins sans IG Rouge,VT_SANS_IG_AUTRES
Vins sans IG,Tranquille,CEE,,,Blanc,,Vins sans IG CEE Blanc,VT_ETRANGERS
Vins sans IG,Tranquille,CEE,,,Rouge,,Vins sans IG CEE Rouge,VT_ETRANGERS
Vins sans IG,Tranquille,CEE,,,Rosé,,Vins sans IG CEE Rosé,VT_ETRANGERS
Vins sans IG,Tranquille,Hors UE,,,Blanc,,Vins sans IG Hors UE Blanc,VT_ETRANGERS
Vins sans IG,Tranquille,Hors UE,,,Rouge,,Vins sans IG Hors UE Rouge,VT_ETRANGERS
Vins sans IG,Tranquille,Hors UE,,,Rosé,,Vins sans IG Hors UE Rosé,VT_ETRANGERS
Vins sans IG,Tranquille,Vins tranquilles étrangers,,,Blanc,,Vins tranquilles étrangers Tranquille Blanc,VT_ETRANGERS
Vins sans IG,Tranquille,Vins tranquilles étrangers,,,Rouge,,Vins tranquilles étrangers Tranquille Rouge,VT_ETRANGERS
Vins sans IG,Tranquille,Vins tranquilles étrangers,,,Rosé,,Vins tranquilles étrangers Tranquille Rosé,VT_ETRANGERS
Vins sans IG,Tranquille,Sans cépage,,,,,Vins sans IG Tranquille Sans cépage,VT_SANS_IG_AUTRES
Vins sans IG,Tranquille,Avec cépage,,,,,Vins sans IG Tranquille Avec cépage,VT_SANS_IG_CEPAGE
Vins sans IG,Mousseux,Vins sans IG,,,Blanc,,Vins sans IG Mousseux Blanc,VM_SANS_IG_AUTRES
Vins sans IG,Mousseux,Vins sans IG,,,Rouge,,Vins sans IG Mousseux Rouge,VM_SANS_IG_AUTRES
Vins sans IG,Mousseux,Vins sans IG,,,Rosé,,Vins sans IG Mousseux Rosé,VM_SANS_IG_AUTRES
Vins sans IG,Mousseux,Vins mousseux étrangers,,,Blanc,,Vins mousseux étrangers Blanc,VM_ETRANGERS
Vins sans IG,Mousseux,Vins mousseux étrangers,,,Rouge,,Vins mousseux étrangers Rouge,VM_ETRANGERS
Vins sans IG,Mousseux,Vins mousseux étrangers,,,Rosé,,Vins mousseux étrangers Rosé,VM_ETRANGERS
Vins sans IG,Mousseux,Sans cépage,,,,,Vins sans IG Mousseux Sans cépage,VM_SANS_IG_AUTRES
Vins sans IG,Mousseux,Avec cépage,,,,,Vins sans IG Mousseux Avec cépage,VM_SANS_IG_CEPAGE
Vins AOP,Tranquille,,,,Blanc,,Vins AOP Blanc,VT_IG_AOP
Vins AOP,Tranquille,,,,Rouge,,Vins AOP Rouge,VT_IG_AOP
Vins AOP,Tranquille,,,,Rosé,,Vins AOP Rosé,VT_IG_AOP
Vins AOP,Tranquille,,,,,,Vins AOP Tranquille,VT_IG_AOP
Vins AOP,Tranquille,CEE,,,Blanc,,Vins AOP CEE Blanc,VT_ETRANGERS
Vins AOP,Tranquille,CEE,,,Rouge,,Vins AOP CEE Rouge,VT_ETRANGERS
Vins AOP,Tranquille,CEE,,,Rosé,,Vins AOP CEE Rosé,VT_ETRANGERS
Vins AOP,Mousseux,Champagne,,,Blanc,,Champagne,1B080M
Vins AOP,Mousseux,,,,,,Vins AOP Mousseux,VM_IG_AOP
Vins à IGP,Tranquille,,,,Blanc,,Vins à IGP Blanc,VT_IG_IGP
Vins à IGP,Tranquille,,,,Rouge,,Vins à IGP Rouge,VT_IG_IGP
Vins à IGP,Tranquille,,,,Rosé,,Vins à IGP Rosé,VT_IG_IGP
Vins à IGP,Tranquille,,,,,,Vins à IGP Tranquille,VT_IG_IGP
Vins à IGP,Tranquille,CEE,,,Blanc,,Vins à IGP CEE Blanc,VT_ETRANGERS
Vins à IGP,Tranquille,CEE,,,Rouge,,Vins à IGP CEE Rouge,VT_ETRANGERS
Vins à IGP,Tranquille,CEE,,,Rosé,,Vins à IGP CEE Rosé,VT_ETRANGERS
Vins à IGP,Mousseux,,,,,,Vins à IGP Mousseux,VM_IG_IGP
Autre,,DRA/DPLC,,,Blanc,,DRA/DPLC Blanc,4B988Y
Autre,,DRA/DPLC,,,Rouge,,DRA/DPLC Rouge,4R988Y
Autre,,Lies et Bourbes,,,,,Lies et Bourbes,4X999V
Autre,,Rebêches,,,,,Rebêches,5X999V
Alcools et autres Produits,,Produit intermédiaire inférieur 18°,,,,,Produit intermédiaire inférieur 18°,AUTRES_PI_INF_18
Alcools et autres Produits,,Produit intermédiaire supérieur 18°,,,,,Produit intermédiaire supérieur 18°,AUTRES_PI_SUP_18
Alcools et autres Produits,,Prémix inférieur à 18°,,,,,Prémix inférieur à 18°,AUTRES_PI_INF_18_PREMIX
Alcools et autres Produits,,Alcool inférieur 18°,,,,,Alcool inférieur 18°,ALCOOL_AUTRE_INF_18
Alcools et autres Produits,,Alcool supérieur 18°,,,,,Alcool supérieur 18°,ALCOOL_AUTRE_SUP_18
Alcools et autres Produits,,Matières Premières,,,,,Matières Premières,MATIERES_PREMIERES_ALCOOLS
Alcools et autres Produits,,BFAV,,,,,BFAV,BOISSONS_FERMENTEES_AUTRES
VDN-VDL,,Vin de Liqueur AOP (Sup 18°),,,,,Vin de Liqueur AOP (Sup 18°),VDN_VDL_AOP_SUP_18
VDN-VDL,,Vin de Liqueur AOP (Inf 18°),,,,,Vin de Liqueur AOP (Inf 18°),VDN_VDL_AOP_INF_18
